user,product,type,act,timestamp
100,2434962,3897386,pv,1511768604
100,3245421,2881542,pv,1511771412
100,2434962,3897386,pv,1511773049
100,3629289,2881542,pv,1511774038
100,4075065,2881542,pv,1511774179
100,1606258,4098232,buy,1511789940
100,4840649,1029459,buy,1511790130
100,2574432,4896062,pv,1511790389
100,251391,3738615,buy,1511790782
100,510936,1575622,pv,1511790915
100,251391,3738615,pv,1511790928
100,4840649,1029459,pv,1511790973
100,3245421,2881542,pv,1511823877
100,4075065,2881542,pv,1511823917
100,251391,3738615,pv,1511824489
100,1606258,4098232,pv,1511824712
100,4075065,2881542,buy,1511833877
100,4840649,1029459,pv,1511868574
100,251391,3738615,pv,1511868672
100,4075065,2881542,pv,1511868722
100,1606258,4098232,pv,1511868772
100,1046201,3002561,pv,1511868784
100,251391,3738615,pv,1511929658
100,4840649,1029459,pv,1511929671
100,1606258,4098232,pv,1511929678
100,137999,4640311,pv,1512123219
100,1203280,4640311,pv,1512123340
100,2322855,3299155,pv,1512137970
100,4140845,2096639,pv,1512173626
100,3656511,3312150,pv,1512177480
100,2772937,3114694,pv,1512192261
100,2859169,2096639,pv,1512201298
100,1212558,2188684,pv,1512303987
1000,1385281,2352202,pv,1511541853
1000,5120034,1051370,cart,1511542034
1000,1953489,238434,pv,1511543045
1000,408860,551706,pv,1511543246
1000,4590199,4338287,pv,1511543742
1000,1976168,4338287,pv,1511543773
1000,4590199,4338287,pv,1511543777
1000,3722942,1051370,pv,1511570091
1000,3059682,2440115,pv,1511571595
1000,4774231,1312642,pv,1511571599
1000,2599546,3995452,fav,1511571647
1000,1501998,4382196,pv,1511656892
1000,2593031,1029459,pv,1511657118
1000,1797452,3624696,fav,1511657192
1000,3869395,1349561,pv,1511657410
1000,3302343,2342116,pv,1511657664
1000,5120034,1051370,pv,1511744280
1000,1186274,2939262,fav,1511744330
1000,4417931,4558987,pv,1511744491
1000,4769300,2430608,pv,1511745166
1000,2956844,2419959,fav,1511865506
1000,544269,2419959,pv,1511865555
1000,2956844,2419959,pv,1511865567
1000,4402665,1789614,pv,1511865925
1000,3011372,1349561,pv,1511865958
1000,4487355,1653613,fav,1511866709
1000,4185482,1653613,pv,1511874610
1000,2594546,1851156,pv,1511932926
1000,3255674,2440115,pv,1511933559
1000,2153891,1051370,pv,1511935123
1000,1925478,171529,pv,1511944345
1000,4793529,238434,pv,1511967232
1000,4827739,1051370,fav,1511972085
1000,843246,1879194,cart,1511972134
1000,848341,5071267,pv,1511972325
1000,203347,1851156,pv,1511974144
1000,4950759,411153,pv,1512039862
1000,2033067,3579754,pv,1512040022
1000,1822774,3579754,pv,1512040382
1000,543879,3579754,pv,1512040450
1000,462579,3579754,pv,1512040470
1000,1822774,3579754,pv,1512040518
1000,4720367,3579754,pv,1512041216
1000,1520357,3579754,pv,1512041447
1000,1373387,1202097,pv,1512041462
1000,1109842,3579754,pv,1512041625
1000,2196555,2430608,pv,1512042012
1000,4240134,2939262,pv,1512042734
1000,1907674,1851156,pv,1512042775
1000,1922292,4993094,fav,1512042934
1000,2033067,3579754,pv,1512043285
1000,4778761,2982027,pv,1512043597
1000,2663756,1299190,pv,1512043850
1000,4064135,1299190,fav,1512043880
1000,2663756,1299190,pv,1512043956
1000,620939,2352202,pv,1512043971
1000,2339773,1851156,pv,1512044079
1000,4444531,1851156,pv,1512044242
1000,694225,807138,pv,1512044563
1000,4599135,245312,pv,1512228047
1000,3532002,1299190,pv,1512228210
1000,3872382,1879194,fav,1512228264
1000,2412328,1879194,pv,1512228361
1000,3532002,1299190,pv,1512228449
1000,3877041,5053508,pv,1512228777
1000,308742,1864538,pv,1512229535
1000,3214150,5071267,pv,1512229711
1000,2340930,1051370,fav,1512229780
1000,1409153,5071267,pv,1512229806
1000,2340930,1051370,pv,1512230614
1000,1585986,1299190,pv,1512230625
1000,3259125,1851156,fav,1512230930
1000,3595165,1879194,pv,1512261579
1000,3899295,1879194,pv,1512261591
1000,2757984,1879194,pv,1512261604
1000,4236281,1879194,pv,1512261632
1000,3595165,1879194,pv,1512261670
1000,1064699,337243,pv,1512262246
1000,3172476,5071267,fav,1512262537
1000,1420706,2322253,pv,1512263754
1000,3507039,2086128,pv,1512263887
10001,1407014,171529,pv,1511863359
10001,4432088,1379146,pv,1511996699
10001,3964647,4284875,pv,1511996739
10001,483864,4284875,pv,1511996815
10001,4036855,3002561,pv,1511996985
10001,3688977,5030562,pv,1512173753
10001,2805378,2218582,pv,1512203975
10001,4747590,2218582,pv,1512203998
10001,2805378,2218582,pv,1512204431
10001,4276191,2218582,pv,1512204452
10001,5065588,2218582,pv,1512204457
10001,2333153,2218582,pv,1512204548
10001,4342867,2218582,pv,1512204603
10001,3834253,2218582,pv,1512204606
10001,4589068,2218582,pv,1512204610
10001,1056225,2218582,pv,1512204618
10001,1566539,2218582,pv,1512204672
10001,2941240,2218582,pv,1512204693
10001,1613049,1575622,pv,1512275102
10001,4256992,1575622,pv,1512275113
10001,3303227,1575622,pv,1512275183
100002,5038146,4738961,pv,1511610824
100002,4402663,3611159,pv,1511610854
100002,2962064,4358294,pv,1511610895
100002,3323002,703487,pv,1511611143
100002,1388422,4708348,pv,1511611173
100002,3034883,523181,pv,1511611377
100002,1430817,344833,pv,1511611596
100002,5038146,4738961,pv,1511611712
100002,3425923,4993094,pv,1511612685
100002,5679,4993094,pv,1511613078
100002,1818697,4993094,pv,1511613230
100002,1822618,3844144,pv,1511613566
100002,1903110,2440115,pv,1511613832
100002,3313603,3496816,pv,1511672423
100002,4583352,1464116,pv,1511672853
100002,4334235,3561974,pv,1511673823
100002,3531454,4708262,pv,1511673825
100002,4334235,3561974,pv,1511673826
100002,1217377,3561974,pv,1511673889
100002,4334235,3561974,pv,1511673898
100002,5038146,4738961,pv,1511704878
100002,324802,2096639,pv,1511705000
100002,1309000,3680035,pv,1511705135
100002,332222,3680035,pv,1511706771
100002,3688473,4467019,pv,1511706773
100002,332222,3680035,pv,1511706850
100002,1585267,4806751,pv,1511839570
100002,1643256,4806751,pv,1511839687
100002,1585267,4806751,pv,1511840025
100002,2968522,4806751,pv,1511846926
100002,1585267,4806751,pv,1511847012
100002,2968522,4806751,fav,1511847622
100002,1585267,4806751,pv,1511847624
100002,2452885,4806751,fav,1511854685
100002,1585267,4806751,pv,1511861332
100002,2452885,4806751,pv,1511861477
100002,1585267,4806751,pv,1511861485
100002,2452885,4806751,pv,1511861880
100002,2968522,4806751,pv,1511862934
100002,2452885,4806751,pv,1511864359
100002,5159088,4806751,pv,1511865232
100002,2452885,4806751,pv,1511866043
100002,2500376,4159072,pv,1511869129
100002,2452885,4806751,pv,1511869436
100002,4417361,4806751,pv,1511871727
100002,2452885,4806751,pv,1511872476
100002,4928571,4806751,fav,1511873602
100002,2452885,4806751,pv,1511873605
100002,2953031,2885642,pv,1511877273
100002,2452885,4806751,pv,1511877582
100002,4417361,4806751,pv,1511878327
100002,2928801,1464116,pv,1511936087
100002,4046253,1464116,fav,1511943971
100002,3065876,772894,pv,1511955270
100002,2971911,2735466,pv,1512002438
100002,2667139,2735466,pv,1512002584
100002,2393145,772894,pv,1512019015
100002,2976687,772894,fav,1512019800
100002,2393145,772894,pv,1512019819
100002,3619456,1678374,pv,1512026842
100002,1372665,550660,pv,1512026935
100002,3710028,3673049,pv,1512027316
100002,2976687,772894,pv,1512040766
100002,3121556,772894,pv,1512041275
100002,2976687,772894,buy,1512043690
100002,4928571,4806751,pv,1512046188
100002,2976687,772894,pv,1512047583
100002,3068128,4806751,pv,1512049127
100002,2976687,772894,pv,1512051436
100002,305613,1678374,pv,1512054529
100002,437789,1988433,pv,1512055033
100002,4046253,1464116,pv,1512055694
100002,437789,1988433,pv,1512088975
100002,2826944,3561974,pv,1512117623
100002,2279428,2303546,pv,1512118233
100002,2667139,2735466,pv,1512131957
100002,3644430,4533189,fav,1512132643
100002,2472257,2493530,pv,1512133129
100002,3935544,4848899,pv,1512211933
100002,4564039,2070081,pv,1512212004
100002,2660418,411153,pv,1512212875
100002,2948973,2066340,pv,1512213270
100002,3532599,84264,pv,1512271509
100002,2657432,84264,pv,1512271727
100002,3532599,84264,pv,1512272051
100002,2332194,160181,fav,1512290100
100002,4046253,1464116,pv,1512291287
100002,2452885,4806751,pv,1512291555
100002,1177587,3439012,pv,1512291706
100002,3056094,1464116,pv,1512293026
100002,2928801,1464116,pv,1512294688
100002,3967184,1323466,pv,1512314289
100009,450942,490076,pv,1511925304
100009,3635967,490076,pv,1511925381
100009,3944615,490076,pv,1511925526
100009,898035,490076,pv,1511925545
100009,341757,490076,pv,1511925606
100009,4194341,490076,pv,1511925636
100009,3339274,490076,pv,1511925746
100009,4539189,490076,pv,1511925793
100009,2842436,490076,pv,1511925842
100009,877590,490076,pv,1511932183
100009,898035,490076,pv,1511932354
100009,450942,490076,pv,1511932429
100009,3635967,490076,pv,1511932514
100009,4151948,2895013,buy,1512088415
100009,3069757,2950381,pv,1512088727
100009,3944615,490076,pv,1512177544
100009,1633923,4697972,pv,1512177712
100009,2454552,2096639,pv,1512178174
100009,1329654,2096639,pv,1512178226
100009,4655506,2096639,pv,1512178291
100009,1329654,2096639,buy,1512178763
100009,3944615,490076,pv,1512205626
100009,1076266,2096639,pv,1512302176
100009,1434990,2096639,pv,1512302557
100009,2167765,2096639,pv,1512302825
100009,4610105,2096639,pv,1512303253
100010,996926,2322253,pv,1511751904
100010,1327014,4663501,pv,1511752259
100010,2030018,3985474,pv,1511753342
100010,4214932,3250334,pv,1511796088
100010,4831962,1253595,pv,1511796133
100010,4311738,3593457,pv,1511797379
100010,3555216,101859,pv,1511797730
100010,4214932,3250334,pv,1511797848
100010,4228984,2196412,pv,1511797986
100010,2580805,4174564,pv,1511798049
100010,2813261,1885829,pv,1511798292
100010,5012313,1729993,pv,1511798463
100010,2570183,2806049,pv,1511819632
100010,3566639,3904106,pv,1511819729
100010,1866138,2921059,pv,1511821992
100010,3566639,3904106,pv,1511822027
100010,4030322,3904106,pv,1511822036
100010,3566639,3904106,pv,1511822114
100010,1536759,4731191,pv,1511854551
100010,902413,913035,pv,1511854603
100010,1958012,913035,pv,1511854727
100010,3918670,151648,pv,1511877026
100010,3531196,151648,pv,1511877061
100010,1301276,2342116,pv,1511878893
100010,2046603,2342116,pv,1511878899
100010,881185,2342116,pv,1511878904
100010,2323009,102272,pv,1511878928
100010,4703151,1227327,pv,1511879096
100010,3446293,2342116,pv,1511915497
100010,628970,245030,pv,1511922438
100010,2416085,3250334,pv,1511922604
100010,3076657,4921617,pv,1511923694
100010,1712626,1798067,pv,1511923729
100010,2389268,1269883,pv,1511923750
100010,2810292,3232473,pv,1511923810
100010,3468442,4921617,pv,1511923903
100010,3148767,1729993,pv,1511923926
100010,1251533,16219,pv,1511944744
100010,315757,16219,pv,1511944757
100010,4378065,360294,pv,1511944890
100010,4232135,3232473,pv,1511944906
100010,1030504,2806049,pv,1511944990
100010,2944407,1081037,pv,1511945004
100010,684007,3232473,pv,1511945017
100010,4339054,3232473,pv,1511945457
100010,2044418,3232473,pv,1511945466
100010,3486537,3232473,pv,1511945510
100010,684007,3232473,pv,1511945517
100010,4793804,3400167,pv,1511945571
100010,4255497,4789432,pv,1511945612
100010,2997848,2736436,pv,1511945755
100010,3818150,2806049,pv,1511945821
100010,4698269,703852,pv,1511945849
100010,3030599,2806049,pv,1511945872
100010,2282568,904454,pv,1511946044
100010,4219741,4789432,pv,1511951906
100010,5146127,772629,pv,1511951915
100010,115946,3645362,pv,1511951928
100010,4219741,4789432,pv,1511951932
100010,2549347,1299190,pv,1511966321
100010,3003631,1789614,pv,1511966398
100010,1628072,4174564,pv,1511966567
100010,4324918,68149,pv,1511966644
100010,274394,4220691,pv,1511966925
100010,5138882,1175965,pv,1511967040
100010,1344528,3232473,pv,1511967189
100010,629852,3232473,pv,1511998658
100010,4125010,2342116,pv,1511998887
100010,4412217,3232473,pv,1511998902
100010,5088771,3010483,pv,1511999159
100010,2042828,2806049,pv,1512035689
100010,2804761,4220691,pv,1512035746
100010,2385377,3010483,pv,1512035768
100010,3294260,245030,pv,1512035815
100010,2072944,4220691,pv,1512035825
100010,186371,4921617,pv,1512035912
100010,1159724,3010483,pv,1512036031
100010,3923080,4220691,pv,1512036088
100010,3076657,4921617,pv,1512036297
100010,777399,4220691,pv,1512036408
100010,562588,1227327,pv,1512036490
100010,4394899,4663501,pv,1512036650
100010,4287394,1227327,pv,1512036811
100010,3542618,1227327,pv,1512036959
100010,4703151,1227327,pv,1512037079
100010,285039,1227327,pv,1512037134
100010,700222,1227327,pv,1512037371
100010,396238,4681109,pv,1512037394
100010,4029998,4681109,pv,1512037524
100010,4835864,1227327,pv,1512037587
100010,2409117,4220691,pv,1512037614
100010,3257031,4100652,pv,1512037633
100010,4768256,950439,pv,1512037691
100010,3770001,2704015,pv,1512037737
100010,2944821,3010483,pv,1512052116
100010,2491697,3010483,pv,1512052226
100010,1120189,3010483,pv,1512052322
100010,2866666,3010483,pv,1512052336
100010,2491697,3010483,pv,1512052341
100010,1198901,3010483,pv,1512052361
100010,569938,3010483,pv,1512052490
100010,3294260,245030,pv,1512052765
100010,5055264,4134433,pv,1512052872
100010,1344528,3232473,pv,1512053071
100010,5041696,3904106,pv,1512053156
100010,29034,1227327,pv,1512053219
100010,1924938,3904106,pv,1512053387
100010,4093743,4781613,pv,1512053497
100010,684007,3232473,pv,1512082472
100010,3294260,245030,pv,1512082481
100010,1344528,3232473,pv,1512082687
100010,4343959,3855599,pv,1512083172
100010,4803845,4214800,pv,1512083510
100010,1199508,4214800,pv,1512083521
100010,4994649,2806049,pv,1512084055
100010,3826590,1789614,fav,1512084603
100010,2212496,2181935,pv,1512084785
100010,3434975,245030,pv,1512085355
100010,628970,245030,pv,1512085381
100010,3628759,3730378,pv,1512085530
100010,3788062,3010483,pv,1512085578
100010,5021342,3010483,pv,1512085596
100010,1419997,5028097,pv,1512085769
100010,777568,3730378,pv,1512085849
100010,4759866,3730378,fav,1512085905
100010,1320526,3010483,pv,1512086090
100010,390654,2247787,pv,1512086337
100010,4463971,3253357,pv,1512086892
100010,510417,3807763,pv,1512086954
100010,3231766,3730378,pv,1512086983
100010,1268019,4915680,fav,1512087173
100010,1059489,245030,pv,1512087225
100010,1215732,295183,pv,1512087352
100010,2488405,4915680,pv,1512087506
100010,3550684,2590256,pv,1512087787
100010,3263014,874415,pv,1512087910
100010,488385,3391862,pv,1512087929
100010,115744,3373953,pv,1512088056
100010,4380795,874415,fav,1512088154
100010,4663020,2979796,pv,1512088353
100010,3480736,2428385,pv,1512088434
100010,531119,3010483,pv,1512107322
100010,1120040,2247787,pv,1512107421
100010,1900509,284968,pv,1512118507
100010,151172,2129263,pv,1512121070
100010,1874574,1954691,pv,1512121084
100010,516837,4789432,pv,1512121919
100010,1723753,3880463,pv,1512151135
100010,3024966,2247787,pv,1512224979
100010,2154071,2247787,pv,1512225243
100010,1739363,2247787,pv,1512225266
100010,3341048,2247787,pv,1512225331
100010,2154071,2247787,pv,1512225433
100010,1739363,2247787,pv,1512225457
100010,353901,2247787,pv,1512225515
100010,1774209,2247787,pv,1512225556
100010,3468442,4921617,pv,1512225886
100010,4796519,924708,pv,1512225967
100010,2858631,2247787,pv,1512226004
100010,183825,4921617,pv,1512226152
100010,2149614,1227327,pv,1512226242
100010,4378065,360294,pv,1512226326
100010,1734252,3416804,pv,1512226471
100010,3408600,3416804,pv,1512226499
100010,1734252,3416804,pv,1512226507
100010,764789,3416804,pv,1512226575
100010,3843046,3416804,pv,1512226595
100010,469763,3416804,pv,1512226600
100010,3434346,3416804,pv,1512226610
100010,1792238,3416804,pv,1512226615
100010,1734252,3416804,pv,1512226652
100010,3990867,3416804,pv,1512226671
100010,3434346,3416804,pv,1512226683
100010,2180399,3416804,pv,1512226952
100010,1845625,3730378,pv,1512226964
100010,197186,245030,pv,1512227063
100010,2631433,2196412,pv,1512227114
100010,1122121,3416804,pv,1512227225
100010,4646338,4077781,pv,1512261237
100010,3920463,4077781,pv,1512261498
100010,4287394,1227327,pv,1512261644
100010,2664864,327651,pv,1512261694
100010,2969599,3232473,pv,1512261706
100010,3818059,714348,pv,1512261734
100010,290332,3416804,fav,1512261786
100010,4800863,3416804,pv,1512261855
1000001,1649625,4145813,pv,1511800929
1000001,250452,4145813,pv,1511802582
1000001,1649625,4145813,pv,1511802711
1000001,3093290,4145813,pv,1511837788
1000001,4343896,4756105,pv,1511881700
1000001,3132168,154040,pv,1511881851
1000001,1582853,4173315,pv,1511881921
1000001,4567929,154040,pv,1511881980
1000001,2895228,154040,pv,1511882067
1000001,823063,154040,pv,1511882139
1000001,2999487,1973012,pv,1511924532
1000001,1339050,4145813,pv,1511964945
1000001,4636765,3004853,pv,1511965566
1000001,2428634,3004853,pv,1511965748
1000001,4636765,3004853,pv,1511965786
1000001,1112446,3004853,pv,1511965811
1000001,1678636,154040,pv,1511966514
1000001,1546182,154040,pv,1511966625
1000001,4636765,3004853,pv,1512018256
1000001,2527684,3004853,pv,1512018272
1000001,1649625,4145813,pv,1512051293
1000001,1542066,2926020,pv,1512052936
1000001,1649625,4145813,pv,1512117398
1000001,1542066,2926020,pv,1512137168
1000001,1649625,4145813,pv,1512209815
1000001,778160,4145813,pv,1512209978
1000001,4088463,174239,pv,1512261643
1000001,4418456,174239,pv,1512262033
1000001,4340362,174239,pv,1512262071
1000001,1554801,2926020,pv,1512263339
1000001,5081961,634390,pv,1512263483
1000001,4210726,2926020,pv,1512263670
1000001,4088463,174239,buy,1512264173
1000001,5095065,1216617,pv,1512264337
1000001,584577,1836480,pv,1512265168
1000004,2156592,3607361,pv,1511539241
1000004,1591982,672001,pv,1511539333
1000004,3854178,4181361,pv,1511571789
1000004,3999536,4756105,cart,1511571820
1000004,4426549,672001,pv,1511571838
1000004,1591982,672001,pv,1511571841
1000004,864562,4261392,pv,1511624303
1000004,2980887,3607361,cart,1511669671
1000004,4324270,3607361,pv,1511669729
1000004,2942146,3381933,pv,1511669739
1000004,4839543,982926,pv,1511669751
1000004,1133834,982926,pv,1511669775
1000004,4839543,982926,pv,1511669784
1000004,59883,4818107,pv,1511669796
1000004,4317893,1117956,pv,1511669818
1000004,950087,982926,pv,1511669828
1000004,4093990,3607361,pv,1511672939
1000004,522765,3607361,pv,1511672951
1000004,4763968,2355072,pv,1511672973
1000004,4093990,3607361,pv,1511672981
1000004,955594,1320293,pv,1511703217
1000004,2473596,4756105,pv,1511703252
1000004,2998425,1080785,pv,1511703261
1000004,1226070,1080785,pv,1511703277
1000004,2053091,1080785,pv,1511703391
1000004,4763968,2355072,pv,1511703434
1000004,1956224,4801426,pv,1511703443
1000004,40945,4756105,pv,1511703467
1000004,4192217,3607361,pv,1511703639
1000004,4823342,4173315,pv,1511703672
1000004,105055,1080785,pv,1511704082
1000004,162597,2355072,pv,1511704152
1000004,5028560,4173315,pv,1511704161
1000004,2526169,2355072,pv,1511704173
1000004,925404,3002561,pv,1511704194
1000004,1591982,672001,pv,1511707145
1000004,3693424,672001,pv,1511707152
1000004,3999536,4756105,pv,1511712361
1000004,1839512,1320293,pv,1511785444
1000004,4686539,149192,pv,1511785453
1000004,1839512,1320293,pv,1511785456
1000004,2765156,4112095,pv,1511965009
1000004,522765,3607361,pv,1511966013
1000004,2980887,3607361,pv,1511966037
1000004,1228106,4801426,pv,1511966082
1000004,4324270,3607361,pv,1511966092
1000004,5125742,3607361,pv,1511966096
1000004,571666,4756105,pv,1511966112
1000004,1975544,2355072,pv,1511966126
1000004,4324270,3607361,pv,1511966135
1000004,1757180,3607361,pv,1511966181
1000004,899145,3607361,pv,1511966192
1000004,2111992,1080785,pv,1511966212
1000004,1317750,1080785,cart,1511966265
1000004,4457235,1080785,pv,1511966306
1000004,1317750,1080785,pv,1511966317
1000004,1080797,3607361,pv,1511966390
1000004,479737,2355072,pv,1511966417
1000004,1863103,2355072,pv,1511966424
1000004,4363399,2355072,pv,1511966491
1000004,3417098,2355072,pv,1511966504
1000004,1757180,3607361,pv,1511966528
1000004,3235373,2355072,pv,1511966582
1000004,955501,149192,pv,1511966621
1000004,996928,2520377,pv,1511966627
1000004,4322536,4801426,pv,1511966636
1000004,955501,149192,pv,1511966656
1000004,3525158,737184,pv,1511966667
1000004,4823342,4173315,pv,1511966674
1000004,3525158,737184,pv,1511966686
1000004,955594,1320293,pv,1511966711
1000004,2187324,149192,pv,1511966731
1000004,2072281,1320293,pv,1511966748
1000004,2187324,149192,pv,1511966765
1000004,1317750,1080785,pv,1511966797
1000004,40945,4756105,pv,1511966884
1000004,3999536,4756105,pv,1511966891
1000004,4948650,982926,pv,1511967014
1000004,2750431,149192,pv,1511967048
1000004,3950842,4756105,pv,1511967069
1000004,1047994,2355072,pv,1511967078
1000004,2086446,1080785,pv,1511967088
1000004,2053091,1080785,pv,1511967125
1000004,155433,1320293,pv,1511967143
1000004,3404302,4756105,pv,1511967227
1000004,2104182,3459125,pv,1511967326
1000004,372559,4462359,pv,1511967411
1000004,2623735,2806049,pv,1511967459
1000004,5150592,672001,pv,1511967532
1000004,1591982,672001,pv,1511967538
1000004,1709587,672001,pv,1511967609
1000004,1928635,4181361,pv,1511967787
1000004,5064213,2355072,pv,1511967853
1000004,797408,672001,pv,1511967979
1000004,1317750,1080785,pv,1512057756
1000004,5098344,3607361,pv,1512057851
1000004,3600228,3607361,pv,1512057971
1000004,2053091,1080785,pv,1512058072
1000004,3854178,4181361,pv,1512058227
1000004,1093023,4756105,pv,1512058507
1000004,1317750,1080785,pv,1512104079
1000004,342576,1080785,pv,1512175255
1000004,755883,2355072,pv,1512175299
1000004,1848924,2355072,pv,1512175311
1000004,2003884,1320293,pv,1512175328
1000004,3130844,1379146,pv,1512175502
1000004,3704153,3607361,pv,1512175602
1000004,3894780,3607361,pv,1512175645
1000004,4445384,1080785,pv,1512175652
1000004,1994706,1080785,pv,1512175732
1000004,4468378,3645362,pv,1512175853
1000004,1508681,4181361,pv,1512175921
1000004,2649069,3002561,pv,1512176019
1000004,1249526,3002561,pv,1512176031
1000004,3499937,3607361,pv,1512222036
1000004,1009181,3002561,pv,1512222043
1000004,2980887,3607361,pv,1512222060
1000004,2530508,3607361,pv,1512222070
1000004,2050919,2355072,pv,1512222079
1000004,1734054,2939262,pv,1512222127
1000004,4802868,2355072,pv,1512222152
1000004,479737,2355072,pv,1512222308
1000004,1913554,737184,pv,1512222400
1000004,5134190,3607361,pv,1512274968
1000004,1080797,3607361,pv,1512274980
1000004,1263902,3607361,pv,1512274992
1000004,1317750,1080785,pv,1512286602
1000004,4457235,1080785,pv,1512286615
1000004,1317750,1080785,pv,1512286623
1000011,3991727,3108044,buy,1511572004
1000011,1882842,590997,pv,1511572034
1000011,387414,590997,pv,1511572077
1000011,1345921,2578647,pv,1511572164
1000011,3450365,4339722,pv,1511574950
1000011,4683193,2578647,pv,1511575080
1000011,3993081,4827537,pv,1511576866
1000011,1345921,2578647,pv,1511578737
1000011,1386216,2578647,pv,1511581182
1000011,1345921,2578647,pv,1511581197
1000011,106742,4339722,pv,1511581221
1000011,1345921,2578647,pv,1511581226
1000011,106154,4339722,pv,1511581267
1000011,1345921,2578647,pv,1511581270
1000011,3968124,2578647,pv,1511581318
1000011,4023750,4339722,pv,1511581403
1000011,3901073,4339722,pv,1511581419
1000011,106742,4339722,pv,1511581582
1000011,841993,3108044,pv,1511581707
1000011,106742,4339722,fav,1511582771
1000011,1345921,2578647,pv,1511582982
1000011,106742,4339722,pv,1511587279
1000011,3991727,3108044,pv,1511589106
